Time,Electrical power consumed ,Energy
Epoc,W,Wh
1010757600,1693.792,362055.434
1010761200,682.5377,362737.9717
1010764800,0,362737.9717
1010768400,0,362737.9717
1010772000,0,362737.9717
1010775600,0,362737.9717
1010779200,0,362737.9717
1010782800,0,362737.9717
1010786400,0,362737.9717
1010790000,0,362737.9717
1010793600,0,362737.9717
1010797200,0,362737.9717
1010800800,0,362737.9717
1010804400,0,362737.9717
1010808000,0,362737.9717
1010811600,0,362737.9717
1010815200,0,362737.9717
1010818800,0,362737.9717
1010822400,0,362737.9717
1010826000,0,362737.9717
1010829600,0,362737.9717
1010833200,0,362737.9717
1010836800,0,362737.9717
1010840400,0,362737.9717
1010844000,0,362737.9717
1010847600,0,362737.9717
1010851200,0,362737.9717
1010854800,0,362737.9717
1010858400,0,362737.9717
1010862000,0,362737.9717
1010865600,0,362737.9717
1010869200,0,362737.9717
1010872800,0,362737.9717
1010876400,0,362737.9717
1010880000,0,362737.9717
1010883600,0,362737.9717
1010887200,0,362737.9717
1010890800,0,362737.9717
1010894400,0,362737.9717
1010898000,0,362737.9717
1010901600,0,362737.9717
1010905200,0,362737.9717
1010908800,0,362737.9717
1010912400,0,362737.9717
1010916000,0,362737.9717
1010919600,0,362737.9717
1010923200,0,362737.9717
1010926800,0,362737.9717
1010930400,0,362737.9717
1010934000,0,362737.9717
1010937600,0,362737.9717
1010941200,0,362737.9717
1010944800,0,362737.9717
1010948400,0,362737.9717
1010952000,0,362737.9717
1010955600,0,362737.9717
1010959200,0,362737.9717
1010962800,0,362737.9717
1010966400,0,362737.9717
1010970000,0,362737.9717
1010973600,0,362737.9717
1010977200,0,362737.9717
1010980800,0,362737.9717
1010984400,0,362737.9717
1010988000,0,362737.9717
1010991600,0,362737.9717
1010995200,5204.555,367942.5267
1010998800,10850.28,378792.8067
1011002400,7958.715,386751.5217
1011006000,6435.204,393186.7257
1011009600,5342.782,398529.5077
1011013200,4408.629,402938.1367
1011016800,3633.674,406571.8107
1011020400,3040.772,409612.5827
1011024000,3466.615,413079.1977
1011027600,1751.095,414830.2927
1011031200,0,414830.2927
1011034800,0,414830.2927
1011038400,0,414830.2927
1011042000,0,414830.2927
1011045600,0,414830.2927
1011049200,0,414830.2927
1011052800,0,414830.2927
1011056400,0,414830.2927
1011060000,0,414830.2927
1011063600,0,414830.2927
1011067200,0,414830.2927
1011070800,0,414830.2927
1011074400,0,414830.2927
1011078000,0,414830.2927
1011081600,3891.98,418722.2727
1011085200,7009.104,425731.3767
1011088800,5003.478,430734.8547
1011092400,4068.728,434803.5827
1011096000,3132.502,437936.0847
1011099600,2338.658,440274.7427
1011103200,1757.038,442031.7807
1011106800,1326.103,443357.8837
1011110400,1762.726,445120.6097
1011114000,938.82,446059.4297
1011117600,0,446059.4297
1011121200,0,446059.4297
1011124800,0,446059.4297
1011128400,0,446059.4297
1011132000,0,446059.4297
1011135600,0,446059.4297
1011139200,0,446059.4297
1011142800,0,446059.4297
1011146400,0,446059.4297
1011150000,0,446059.4297
1011153600,0,446059.4297
1011157200,0,446059.4297
1011160800,0,446059.4297
1011164400,0,446059.4297
1011168000,3513.579,449573.0087
1011171600,5153.027,454726.0357
1011175200,3788.717,458514.7527
1011178800,3027.446,461542.1987
1011182400,2284.547,463826.7457
1011186000,1766.841,465593.5867
1011189600,1326.605,466920.1917
1011193200,1044.377,467964.5687
1011196800,1559.85,469524.4187
1011200400,821.8478,470346.2665
1011204000,0,470346.2665
1011207600,0,470346.2665
1011211200,0,470346.2665
1011214800,0,470346.2665
1011218400,0,470346.2665
1011222000,0,470346.2665
1011225600,0,470346.2665
1011229200,0,470346.2665
1011232800,0,470346.2665
1011236400,0,470346.2665
1011240000,0,470346.2665
1011243600,0,470346.2665
1011247200,0,470346.2665
1011250800,0,470346.2665
1011254400,2752.595,473098.8615
1011258000,3722.269,476821.1305
1011261600,2670.831,479491.9615
1011265200,2181.521,481673.4825
1011268800,1744.706,483418.1885
1011272400,1373.341,484791.5295
1011276000,1006.681,485798.2105
1011279600,762.4071,486560.6176
1011283200,1246.904,487807.5216
1011286800,666.0896,488473.6112
1011290400,0,488473.6112
1011294000,0,488473.6112
1011297600,0,488473.6112
1011301200,0,488473.6112
1011304800,0,488473.6112
1011308400,0,488473.6112
1011312000,0,488473.6112
1011315600,0,488473.6112
1011319200,0,488473.6112
1011322800,0,488473.6112
1011326400,0,488473.6112
1011330000,0,488473.6112
1011333600,0,488473.6112
1011337200,0,488473.6112
1011340800,2758.737,491232.3482
1011344400,3585.552,494817.9002
1011348000,2670.893,497488.7932
1011351600,2090.806,499579.5992
1011355200,1425.257,501004.8562
1011358800,930.0596,501934.9158
1011362400,623.0484,502557.9642
1011366000,218.9984,502776.9626
1011369600,0,502776.9626
1011373200,0,502776.9626
1011376800,0,502776.9626
1011380400,0,502776.9626
1011384000,0,502776.9626
1011387600,0,502776.9626
1011391200,0,502776.9626
1011394800,0,502776.9626
1011398400,0,502776.9626
1011402000,0,502776.9626
1011405600,0,502776.9626
1011409200,0,502776.9626
1011412800,0,502776.9626
1011416400,0,502776.9626
1011420000,0,502776.9626
1011423600,0,502776.9626
1011427200,0,502776.9626
1011430800,0,502776.9626
1011434400,0,502776.9626
1011438000,0,502776.9626
1011441600,0,502776.9626
1011445200,0,502776.9626
1011448800,0,502776.9626
1011452400,0,502776.9626
1011456000,0,502776.9626
1011459600,0,502776.9626
1011463200,0,502776.9626
1011466800,0,502776.9626
1011470400,0,502776.9626
1011474000,0,502776.9626
1011477600,0,502776.9626
1011481200,0,502776.9626
1011484800,0,502776.9626
1011488400,0,502776.9626
1011492000,0,502776.9626
1011495600,0,502776.9626
1011499200,0,502776.9626
1011502800,0,502776.9626
1011506400,0,502776.9626
1011510000,0,502776.9626
1011513600,0,502776.9626
1011517200,0,502776.9626
1011520800,0,502776.9626
1011524400,0,502776.9626
1011528000,0,502776.9626
1011531600,0,502776.9626
1011535200,0,502776.9626
1011538800,0,502776.9626
1011542400,0,502776.9626
1011546000,0,502776.9626
1011549600,0,502776.9626
1011553200,0,502776.9626
1011556800,0,502776.9626
1011560400,0,502776.9626
1011564000,0,502776.9626
1011567600,0,502776.9626
1011571200,0,502776.9626
1011574800,0,502776.9626
1011578400,0,502776.9626
1011582000,0,502776.9626
1011585600,0,502776.9626
1011589200,0,502776.9626
1011592800,0,502776.9626
1011596400,0,502776.9626
1011600000,4791.401,507568.3636
1011603600,7908.745,515477.1086
1011607200,5389.373,520866.4816
1011610800,4159.533,525026.0146
1011614400,3077.003,528103.0176
1011618000,2191.46,530294.4776
1011621600,1546.262,531840.7396
1011625200,1033.992,532874.7316
1011628800,1420.271,534295.0026
1011632400,760.7984,535055.801
1011636000,0,535055.801
1011639600,0,535055.801
1011643200,0,535055.801
1011646800,0,535055.801
1011650400,0,535055.801
1011654000,0,535055.801
1011657600,0,535055.801
1011661200,0,535055.801
1011664800,0,535055.801
1011668400,0,535055.801
1011672000,0,535055.801
1011675600,0,535055.801
1011679200,0,535055.801
1011682800,0,535055.801
1011686400,3498.403,538554.204
1011690000,4959.144,543513.348
1011693600,3647.279,547160.627
1011697200,2829.735,549990.362
1011700800,2123.384,552113.746
1011704400,1490.41,553604.156
1011708000,887.9847,554492.1407
1011711600,510.2475,555002.3882
1011715200,886.3977,555888.7859
1011718800,485.783,556374.5689
1011722400,0,556374.5689
1011726000,0,556374.5689
1011729600,0,556374.5689
1011733200,0,556374.5689
1011736800,0,556374.5689
1011740400,0,556374.5689
1011744000,0,556374.5689
1011747600,0,556374.5689
1011751200,0,556374.5689
1011754800,0,556374.5689
1011758400,0,556374.5689
1011762000,0,556374.5689
1011765600,0,556374.5689
1011769200,0,556374.5689
1011772800,3350.857,559725.4259
1011776400,4353.701,564079.1269
1011780000,3360.136,567439.2629
1011783600,2804.063,570243.3259
1011787200,2400.504,572643.8299
1011790800,1914.265,574558.0949
1011794400,1522.852,576080.9469
1011798000,1273.818,577354.7649
1011801600,1728.595,579083.3599
1011805200,912.0594,579995.4193
1011808800,0,579995.4193
1011812400,0,579995.4193
1011816000,0,579995.4193
1011819600,0,579995.4193
1011823200,0,579995.4193
1011826800,0,579995.4193
1011830400,0,579995.4193
1011834000,0,579995.4193
1011837600,0,579995.4193
1011841200,0,579995.4193
1011844800,0,579995.4193
1011848400,0,579995.4193
1011852000,0,579995.4193
1011855600,0,579995.4193
1011859200,3576.685,583572.1043
1011862800,4951.221,588523.3253
1011866400,3484.235,592007.5603
1011870000,2695.557,594703.1173
1011873600,1898.766,596601.8833
1011877200,1349.98,597951.8633
1011880800,885.0473,598836.9106
1011884400,541.6873,599378.5979
1011888000,890.8686,600269.4665
1011891600,490.5309,600759.9974
1011895200,0,600759.9974
1011898800,0,600759.9974
1011902400,0,600759.9974
1011906000,0,600759.9974
1011909600,0,600759.9974
1011913200,0,600759.9974
1011916800,0,600759.9974
1011920400,0,600759.9974
1011924000,0,600759.9974
1011927600,0,600759.9974
1011931200,0,600759.9974
1011934800,0,600759.9974
1011938400,0,600759.9974
1011942000,0,600759.9974
1011945600,2901.336,603661.3334
1011949200,3864.618,607525.9514
1011952800,2926.257,610452.2084
1011956400,2465.534,612917.7424
1011960000,2027.918,614945.6604
1011963600,1536.245,616481.9054
1011967200,1222.722,617704.6274
1011970800,531.7479,618236.3753
1011974400,0,618236.3753
1011978000,0,618236.3753
1011981600,0,618236.3753
1011985200,0,618236.3753
1011988800,0,618236.3753
1011992400,0,618236.3753
1011996000,0,618236.3753
1011999600,0,618236.3753
1012003200,0,618236.3753
1012006800,0,618236.3753
1012010400,0,618236.3753
1012014000,0,618236.3753
1012017600,0,618236.3753
1012021200,0,618236.3753
1012024800,0,618236.3753
1012028400,0,618236.3753
1012032000,0,618236.3753
1012035600,0,618236.3753
1012039200,0,618236.3753
1012042800,0,618236.3753
1012046400,0,618236.3753
1012050000,0,618236.3753
1012053600,0,618236.3753
1012057200,0,618236.3753
1012060800,0,618236.3753
1012064400,0,618236.3753
1012068000,0,618236.3753
1012071600,0,618236.3753
1012075200,0,618236.3753
1012078800,0,618236.3753
1012082400,0,618236.3753
1012086000,0,618236.3753
1012089600,0,618236.3753
1012093200,0,618236.3753
1012096800,0,618236.3753
1012100400,0,618236.3753
1012104000,0,618236.3753
1012107600,0,618236.3753
1012111200,0,618236.3753
1012114800,0,618236.3753
1012118400,0,618236.3753
1012122000,0,618236.3753
1012125600,0,618236.3753
1012129200,0,618236.3753
1012132800,0,618236.3753
1012136400,0,618236.3753
1012140000,0,618236.3753
1012143600,0,618236.3753
1012147200,0,618236.3753
1012150800,0,618236.3753
1012154400,0,618236.3753
1012158000,0,618236.3753
1012161600,0,618236.3753
1012165200,0,618236.3753
1012168800,0,618236.3753
1012172400,0,618236.3753
1012176000,0,618236.3753
1012179600,0,618236.3753
1012183200,0,618236.3753
1012186800,0,618236.3753
1012190400,0,618236.3753
1012194000,0,618236.3753
1012197600,0,618236.3753
1012201200,0,618236.3753
1012204800,4243.093,622479.4683
1012208400,8102.045,630581.5133
1012212000,5239.508,635821.0213
1012215600,3991.528,639812.5493
1012219200,2957.835,642770.3843
1012222800,2046.214,644816.5983
1012226400,1366.829,646183.4273
1012230000,922.3901,647105.8174
1012233600,1260.357,648366.1744
1012237200,652.833,649019.0074
1012240800,0,649019.0074
1012244400,0,649019.0074
1012248000,0,649019.0074
1012251600,0,649019.0074
1012255200,0,649019.0074
1012258800,0,649019.0074
1012262400,0,649019.0074
1012266000,0,649019.0074
1012269600,0,649019.0074
1012273200,0,649019.0074
1012276800,0,649019.0074
1012280400,0,649019.0074
1012284000,0,649019.0074
1012287600,0,649019.0074
1012291200,0,649019.0074
1012294800,0,649019.0074
1012298400,0,649019.0074
1012302000,0,649019.0074
1012305600,0,649019.0074
1012309200,0,649019.0074
1012312800,0,649019.0074
1012316400,0,649019.0074
1012320000,0,649019.0074
1012323600,0,649019.0074
1012327200,0,649019.0074
1012330800,0,649019.0074
1012334400,0,649019.0074
1012338000,0,649019.0074
1012341600,0,649019.0074
1012345200,0,649019.0074
1012348800,0,649019.0074
1012352400,0,649019.0074
1012356000,0,649019.0074
1012359600,0,649019.0074
1012363200,0,649019.0074
1012366800,0,649019.0074
1012370400,0,649019.0074
1012374000,0,649019.0074
1012377600,4009.46,653028.4674
1012381200,6919.991,659948.4584
1012384800,4757.631,664706.0894
1012388400,3818.353,668524.4424
1012392000,3102.264,671626.7064
1012395600,2534.035,674160.7414
1012399200,2039.243,676199.9844
1012402800,1585.701,677785.6854
1012406400,1966.994,679752.6794
1012410000,1024.296,680776.9754
1012413600,0,680776.9754
1012417200,0,680776.9754
1012420800,0,680776.9754
1012424400,0,680776.9754
1012428000,0,680776.9754
1012431600,0,680776.9754
1012435200,0,680776.9754
1012438800,0,680776.9754
1012442400,0,680776.9754
1012446000,0,680776.9754
1012449600,0,680776.9754
1012453200,0,680776.9754
1012456800,0,680776.9754
1012460400,0,680776.9754
1012464000,2894.046,683671.0214
1012467600,4230.73,687901.7514
1012471200,3044.956,690946.7074
1012474800,2356.038,693302.7454
1012478400,1859.659,695162.4044
1012482000,1477.279,696639.6834
1012485600,1159.372,697799.0554
1012489200,908.3212,698707.3766
1012492800,1311.149,700018.5256
1012496400,700.6766,700719.2022
1012500000,0,700719.2022
1012503600,0,700719.2022
1012507200,0,700719.2022
1012510800,0,700719.2022
1012514400,0,700719.2022
1012518000,0,700719.2022
1012521600,0,700719.2022
1012525200,0,700719.2022
1012528800,0,700719.2022
1012532400,0,700719.2022
1012536000,0,700719.2022
1012539600,0,700719.2022
1012543200,0,700719.2022
1012546800,0,700719.2022
1012550400,4449.102,705168.3042
1012554000,6569.54,711737.8442
1012557600,4626.778,716364.6222
1012561200,3706.015,720070.6372
1012564800,2754.256,722824.8932
1012568400,1881.869,724706.7622
1012572000,1130.486,725837.2482
1012575600,403.3377,726240.5859
1012579200,0,726240.5859
1012582800,0,726240.5859
1012586400,0,726240.5859
1012590000,0,726240.5859
1012593600,0,726240.5859
1012597200,0,726240.5859
1012600800,0,726240.5859
1012604400,0,726240.5859
1012608000,0,726240.5859
1012611600,0,726240.5859
1012615200,0,726240.5859
1012618800,0,726240.5859
1012622400,0,726240.5859
1012626000,0,726240.5859
1012629600,0,726240.5859
1012633200,0,726240.5859
1012636800,0,726240.5859
1012640400,0,726240.5859
1012644000,0,726240.5859
1012647600,0,726240.5859
1012651200,0,726240.5859
1012654800,0,726240.5859
1012658400,0,726240.5859
1012662000,0,726240.5859
1012665600,0,726240.5859
1012669200,0,726240.5859
1012672800,0,726240.5859
1012676400,0,726240.5859
1012680000,0,726240.5859
1012683600,0,726240.5859
1012687200,0,726240.5859
1012690800,0,726240.5859
1012694400,0,726240.5859
1012698000,0,726240.5859
1012701600,0,726240.5859
1012705200,0,726240.5859
1012708800,0,726240.5859
1012712400,0,726240.5859
1012716000,0,726240.5859
1012719600,0,726240.5859
1012723200,0,726240.5859
1012726800,0,726240.5859
1012730400,0,726240.5859
1012734000,0,726240.5859
1012737600,0,726240.5859
1012741200,0,726240.5859
1012744800,0,726240.5859
1012748400,0,726240.5859
1012752000,0,726240.5859
1012755600,0,726240.5859
1012759200,0,726240.5859
1012762800,0,726240.5859
1012766400,0,726240.5859
1012770000,0,726240.5859
1012773600,0,726240.5859
1012777200,0,726240.5859
1012780800,0,726240.5859
1012784400,0,726240.5859
1012788000,0,726240.5859
1012791600,0,726240.5859
1012795200,0,726240.5859
1012798800,0,726240.5859
1012802400,0,726240.5859
1012806000,0,726240.5859
1012809600,5457.932,731698.5179
1012813200,9384.148,741082.6659
1012816800,6761.924,747844.5899
1012820400,5202.404,753046.9939
1012824000,3952.23,756999.2239
1012827600,2830.065,759829.2889
1012831200,1983.812,761813.1009
1012834800,1349.745,763162.8459
1012838400,1628.285,764791.1309
1012842000,827.9332,765619.0641
1012845600,0,765619.0641
1012849200,0,765619.0641
1012852800,0,765619.0641
1012856400,0,765619.0641
1012860000,0,765619.0641
1012863600,0,765619.0641
1012867200,0,765619.0641
1012870800,0,765619.0641
1012874400,0,765619.0641
1012878000,0,765619.0641
1012881600,0,765619.0641
1012885200,0,765619.0641
1012888800,0,765619.0641
1012892400,0,765619.0641
1012896000,4555.598,770174.6621
1012899600,7100.629,777275.2911
1012903200,4887.561,782162.8521
1012906800,3823.442,785986.2941
1012910400,2853.856,788840.1501
1012914000,1944.547,790784.6971
1012917600,1257.918,792042.6151
1012921200,781.1012,792823.7163
1012924800,1105.462,793929.1783
1012928400,582.2809,794511.4592
1012932000,0,794511.4592
1012935600,0,794511.4592
1012939200,0,794511.4592
1012942800,0,794511.4592
1012946400,0,794511.4592
1012950000,0,794511.4592
1012953600,0,794511.4592
1012957200,0,794511.4592
1012960800,0,794511.4592
1012964400,0,794511.4592
1012968000,0,794511.4592
1012971600,0,794511.4592
1012975200,0,794511.4592
1012978800,0,794511.4592
1012982400,3697.218,798208.6772
1012986000,5109.997,803318.6742
1012989600,3661.88,806980.5542
1012993200,2856.297,809836.8512
1012996800,2200.372,812037.2232
1013000400,1492.336,813529.5592
1013004000,993.1219,814522.6811
1013007600,706.3338,815229.0149
1013011200,1099.048,816328.0629
1013014800,589.4537,816917.5166
1013018400,0,816917.5166
1013022000,0,816917.5166
1013025600,0,816917.5166
1013029200,0,816917.5166
1013032800,0,816917.5166
1013036400,0,816917.5166
1013040000,0,816917.5166
1013043600,0,816917.5166
1013047200,0,816917.5166
1013050800,0,816917.5166
1013054400,0,816917.5166
1013058000,0,816917.5166
1013061600,0,816917.5166
1013065200,0,816917.5166
1013068800,3043.832,819961.3486
1013072400,4083.306,824044.6546
1013076000,2937.137,826981.7916
1013079600,2177.281,829159.0726
1013083200,1426.443,830585.5156
1013086800,831.914,831417.4296
1013090400,451.1196,831868.5492
1013094000,252.9518,832121.501
1013097600,497.909,832619.41
1013101200,270.3315,832889.7415
1013104800,0,832889.7415
1013108400,0,832889.7415
1013112000,0,832889.7415
1013115600,0,832889.7415
1013119200,0,832889.7415
1013122800,0,832889.7415
1013126400,0,832889.7415
1013130000,0,832889.7415
1013133600,0,832889.7415
1013137200,0,832889.7415
1013140800,0,832889.7415
1013144400,0,832889.7415
1013148000,0,832889.7415
1013151600,0,832889.7415
1013155200,2048.602,834938.3435
1013158800,2282.034,837220.3775
1013162400,1565.439,838785.8165
1013166000,1143.345,839929.1615
1013169600,813.0782,840742.2397
1013173200,570.1288,841312.3685
1013176800,389.8455,841702.214
1013180400,137.5315,841839.7455
1013184000,0,841839.7455
1013187600,0,841839.7455
1013191200,0,841839.7455
1013194800,0,841839.7455
1013198400,0,841839.7455
1013202000,0,841839.7455
1013205600,0,841839.7455
1013209200,0,841839.7455
1013212800,0,841839.7455
1013216400,0,841839.7455
1013220000,0,841839.7455
1013223600,0,841839.7455
1013227200,0,841839.7455
1013230800,0,841839.7455
1013234400,0,841839.7455
1013238000,0,841839.7455
1013241600,0,841839.7455
1013245200,0,841839.7455
1013248800,0,841839.7455
1013252400,0,841839.7455
1013256000,0,841839.7455
1013259600,0,841839.7455
1013263200,0,841839.7455
1013266800,0,841839.7455
1013270400,0,841839.7455
1013274000,0,841839.7455
1013277600,0,841839.7455
1013281200,0,841839.7455
1013284800,0,841839.7455
1013288400,0,841839.7455
1013292000,0,841839.7455
1013295600,0,841839.7455
1013299200,0,841839.7455
1013302800,0,841839.7455
1013306400,0,841839.7455
1013310000,0,841839.7455
1013313600,0,841839.7455
1013317200,0,841839.7455
1013320800,0,841839.7455
1013324400,0,841839.7455
1013328000,0,841839.7455
1013331600,0,841839.7455
1013335200,0,841839.7455
1013338800,0,841839.7455
1013342400,0,841839.7455
1013346000,0,841839.7455
1013349600,0,841839.7455
1013353200,0,841839.7455
1013356800,0,841839.7455
1013360400,0,841839.7455
1013364000,0,841839.7455
1013367600,0,841839.7455
1013371200,0,841839.7455
1013374800,0,841839.7455
1013378400,0,841839.7455
1013382000,0,841839.7455
1013385600,0,841839.7455
1013389200,0,841839.7455
1013392800,0,841839.7455
1013396400,0,841839.7455
1013400000,0,841839.7455
1013403600,0,841839.7455
1013407200,0,841839.7455
1013410800,0,841839.7455
1013414400,3599.198,845438.9435
1013418000,5486.615,850925.5585
1013421600,3762.381,854687.9395
1013425200,2969.778,857657.7175
1013428800,2373.598,860031.3155
1013432400,1821.741,861853.0565
1013436000,1414.97,863268.0265
1013439600,1104.011,864372.0375
1013443200,1502.961,865874.9985
1013446800,769.3111,866644.3096
1013450400,0,866644.3096
1013454000,0,866644.3096
1013457600,0,866644.3096
1013461200,0,866644.3096
1013464800,0,866644.3096
1013468400,0,866644.3096
1013472000,0,866644.3096
1013475600,0,866644.3096
1013479200,0,866644.3096
1013482800,0,866644.3096
1013486400,0,866644.3096
1013490000,0,866644.3096
1013493600,0,866644.3096
1013497200,0,866644.3096
1013500800,3321.094,869965.4036
1013504400,4505.334,874470.7376
1013508000,3259.901,877730.6386
1013511600,2541.904,880272.5426
1013515200,1853.408,882125.9506
1013518800,1336.802,883462.7526
1013522400,947.8031,884410.5557
1013526000,632.2484,885042.8041
1013529600,1048.679,886091.4831
1013533200,548.0342,886639.5173
1013536800,0,886639.5173
1013540400,0,886639.5173
1013544000,0,886639.5173
1013547600,0,886639.5173
1013551200,0,886639.5173
1013554800,0,886639.5173
1013558400,0,886639.5173
1013562000,0,886639.5173
1013565600,0,886639.5173
1013569200,0,886639.5173
1013572800,0,886639.5173
1013576400,0,886639.5173
1013580000,0,886639.5173
1013583600,0,886639.5173
